Species,Code,Dataset,BIOME,,GF,Decid/E'green,Needle/Broad lf,C3C4,N2-fixer,log LL,log LMA,log Nmass,log Narea,log Gs,log Parea,log Amass,log Aarea
Quercus minima,380,Cavendar_Bares_Florida,TEMP_FOR,,T,E,B,C3,N,0.835189751,2.011149829,0.250420002,0.261569831,0,0,2.100473936,1.112102055
Quercus virginiana,381,Cavendar_Bares_Florida,TEMP_FOR,,T,E,B,C3,N,1.009886805,2.170909618,0.120573931,0.291483549,0,0,2.202362969,1.354991503
Arbutus andrachne,382,Christodoulakis_Malakasa,WLAND,,S,E,B,C3,N,1.100370545,1.657577319,0,0,0,0,0,0
Arbutus unedo,383,Christodoulakis_Malakasa,WLAND,,S,E,B,C3,N,1.178976947,1.653647026,0,0,0,0,0,0
Quercus coccifera,384,Christodoulakis_Malakasa,WLAND,,S,E,B,C3,N,1.139879086,1.665546249,0,0,0,0,0,0
Pistacia lentiscus,385,Christodoulakis_Malakasa,WLAND,,S,E,B,C3,N,1.053078443,1.655607726,0,0,0,0,0,0
Ceratonia siliqua,386,Christodoulakis_Malakasa,WLAND,,S,E,B,C3,Y,1.372912003,1.692503962,0,0,0,0,0,0
Myrtus communis,387,Christodoulakis_Malakasa,WLAND,,S,E,B,C3,N,1.352182518,1.860120914,0,0,0,0,0,0
Olea europaea,388,Christodoulakis_Malakasa,WLAND,,S,E,B,C3,N,1.369215857,1.640164518,0,0,0,0,0,0
Phillyrea media,389,Christodoulakis_Malakasa,WLAND,,S,E,B,C3,N,0,1.76700389,0,0,0,0,0,0
Quercus ilex,390,Christodoulakis_Malakasa,WLAND,,S,E,B,C3,N,0,1.903089987,0,0,0,0,0,0
Laurus nobilis,391,Christodoulakis_Malakasa,WLAND,,S,E,B,C3,N,0,1.910094889,0,0,0,0,0,0
Nerium oleander,392,Christodoulakis_Malakasa,WLAND,,S,E,B,C3,N,0,1.690369833,0,0,0,0,0,0
Dacrydium beccarii,393,Chua_et_al_Malaysia,TROP_RF,,T,,B,,N,0,0,-0.050609993,0,0,0,0,0
Eugenia caudata,394,Chua_et_al_Malaysia,TROP_RF,,T,,B,,N,0,0,-0.187086643,0,0,0,0,0
Eugenia stapfiana,395,Chua_et_al_Malaysia,TROP_RF,,T,,B,,N,0,0,-0.065501549,0,0,0,0,0
Eurycoma longifolia,396,Chua_et_al_Malaysia,TROP_RF,,T,,B,,N,0,0,0,0,0,0,0,0
Ficus deltoidea,397,Chua_et_al_Malaysia,TROP_RF,,V,,B,,N,0,0,0.120573931,0,0,0,0,0
Podocarpus neriifolius,398,Chua_et_al_Malaysia,TROP_RF,,T,,B,,N,0,0,-0.161150909,0,0,0,0,0
Spondias radlkoferi,399,Coley_BCI,TROP_RF,,T,D,,,N,0.672097858,0,0.423245874,0,0,0,0,0
Annona spraguei,400,Coley_BCI,TROP_RF,,T,,,,N,0.591064607,0,0.342422681,0,0,0,0,0
Desmopsis panamensis,401,Coley_BCI,TROP_RF,,T,,,,N,0,0,0.344392274,0,0,0,0,0
Guatteria dumentorum,402,Coley_BCI,TROP_RF,,T,E,,,N,1.322219295,0,0.371067862,0,0,0,0,0
Aspidosperma megalocarpon,403,Coley_BCI,TROP_RF,,T,E,,,N,1.462397998,0,0.11058971,0,0,0,0,0
Jacaranda copaia,404,Coley_BCI,TROP_RF,,T,,,,N,0.84509804,0,0.369215857,0,0,0,0,0
Tabebuia rosea,405,Coley_BCI,TROP_RF,,T,,,,N,0.903089987,0,0.369215857,0,0,0,0,0
Ochroma pyramidale,406,Coley_BCI,TROP_RF,,T,E,,,N,0,0,0.348304863,0,0,0,0,0
Quararibea asterolepsis,407,Coley_BCI,TROP_RF,,T,,,,N,1.068185862,0,0.390935107,0,0,0,0,0
Cordia alliodora,408,Coley_BCI,TROP_RF,,T,D,,,N,0.929418926,0,0.491361694,0,0,0,0,0
Protium tenuifolium,409,Coley_BCI,TROP_RF,,T,E,,,N,1.278753601,0,0.23299611,0,0,0,0,0
Tetragastris panamensis,410,Coley_BCI,TROP_RF,,T,E,,,N,1.361727836,0,0.193124598,0,0,0,0,0
Trattinickia aspera,411,Coley_BCI,TROP_RF,,T,,,,N,0.838849091,0,0.348304863,0,0,0,0,0
Prioria copaifera,412,Coley_BCI,TROP_RF,,T,E,,,Y,1.462397998,0,0.33243846,0,0,0,0,0
Swartzia simplex,413,Coley_BCI,TROP_RF,,T,E,,,Y,1.681241237,0,0.413299764,0,0,0,0,0
Tachigali versicolor,414,Coley_BCI,TROP_RF,,T,E,,,Y,1.361727836,0,0.354108439,0,0,0,0,0
Hirtella triandra,415,Coley_BCI,TROP_RF,,T,E,,,N,1.100370545,0,0.257678575,0,0,0,0,0
Alchornea costaricense,416,Coley_BCI,TROP_RF,,T,,,,N,0.72427587,0,0.365487985,0,0,0,0,0
Croton bilbergianus,417,Coley_BCI,TROP_RF,,T,,,,N,0,0,0.432969291,0,0,0,0,0
Hyeronima alcheornoides,418,Coley_BCI,TROP_RF,,T,,,,N,0.819543936,0,0.385606274,0,0,0,0,0
Sapium aucuparium,419,Coley_BCI,TROP_RF,,T,,,,N,0.72427587,0,0.484299839,0,0,0,0,0
Casearia arborea,420,Coley_BCI,TROP_RF,,T,,,,N,0.944482672,0,0.450249108,0,0,0,0,0
Zuelania guidonia,421,Coley_BCI,TROP_RF,,T,,,,N,0.851258349,0,0.298853076,0,0,0,0,0
Calophyllum longifolium,422,Coley_BCI,TROP_RF,,T,E,,,N,1.544068044,0,0.068185862,0,0,0,0,0
Miconia argentea,423,Coley_BCI,TROP_RF,,T,,,,N,0.949390007,0,0.222716471,0,0,0,0,0
Guarea glabra,424,Coley_BCI,TROP_RF,,T,E,,,N,1.477121255,0,0.491361694,0,0,0,0,0
Guarea multiflora,425,Coley_BCI,TROP_RF,,T,E,,,N,1.531478917,0,0.380211242,0,0,0,0,0
Trichilia cipo,426,Coley_BCI,TROP_RF,,T,E,,,N,1.505149978,0,0.31386722,0,0,0,0,0
Cecropia insignis,427,Coley_BCI,TROP_RF,,T,,,,N,0.672097858,0,0.318063335,0,0,0,0,0
Cecropia obtusifolia,428,Coley_BCI,TROP_RF,,T,,,,N,0.602059991,0,0.469822016,0,0,0,0,0
Poulsenia armata,429,Coley_BCI,TROP_RF,,T,E,,,N,1.447158031,0,0.204119983,0,0,0,0,0
Virola sebifera,430,Coley_BCI,TROP_RF,,T,E,,,N,1.380211242,0,0.432969291,0,0,0,0,0
Alseis blackiana,431,Coley_BCI,TROP_RF,,T,,,,N,1.008600172,0,0.472756449,0,0,0,0,0
Faramea occidentalis,432,Coley_BCI,TROP_RF,,T,E,,,N,0,0,0.206825876,0,0,0,0,0
Macrocnemum glabrescens,433,Coley_BCI,TROP_RF,,T,,,,N,0.963787827,0,0.371067862,0,0,0,0,0
Zanthoxylum ekmanii,434,Coley_BCI,TROP_RF,,T,,,,N,0.672097858,0,0.428134794,0,0,0,0,0
Zanthoxylum panamense,435,Coley_BCI,TROP_RF,,T,,,,N,0.875061263,0,0.450249108,0,0,0,0,0
Cupania rufescens,436,Coley_BCI,TROP_RF,,T,E,,,N,1.322219295,0,0.271841607,0,0,0,0,0
Cupania sylvatica,437,Coley_BCI,TROP_RF,,T,E,,,N,1.477121255,0,0.409933123,0,0,0,0,0
Chrysophyllum argenteum,438,Coley_BCI,TROP_RF,,T,,,,N,0.934498451,0,0.255272505,0,0,0,0,0
Pouteria reticulata,439,Coley_BCI,TROP_RF,,T,E,,,N,1.431363764,0,0.465382851,0,0,0,0,0
Simarouba amara,440,Coley_BCI,TROP_RF,,T,,,,N,1.037426498,0,0.372912003,0,0,0,0,0
Apeiba aspera,441,Coley_BCI,TROP_RF,,T,,,,N,0.770852012,0,0.340444115,0,0,0,0,0
Apeiba tibourbou,442,Coley_BCI,TROP_RF,,T,,,,N,0.591064607,0,0.421603927,0,0,0,0,0
Luehea seemannii,443,Coley_BCI,TROP_RF,,T,D,B,,N,0.69019608,0,0.418301291,0,0,0,0,0
Trema micrantha,444,Coley_BCI,TROP_RF,,T,E,,,N,0.812913357,0,0.460897843,0,0,0,0,0
Acer platanoides,445,Cornelissen_UK_Sheffield,WLAND,,T,D,B,C3,N,0,1.757162638,0.371683446,0.128846085,0,-1.027111697,0,0
Acer pseudoplatanus,446,Cornelissen_UK_Sheffield,WLAND,,T,D,B,C3,N,0,1.875832673,0.453700473,0.329533146,0,-0.876398579,0,0
Aesculus hippocastanum,447,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,1.863277937,0.372144562,0.235422499,0,-0.940591955,0,0
Alnus glutinosa,448,Cornelissen_UK_Sheffield,WLAND,,T,D,,,Y,0,1.835940628,0.548696449,0.384637076,0,-0.848788938,0,0
Arbutus unedo,449,Cornelissen_UK_Sheffield,WLAND,,S,E,B,C3,N,0,1.965198411,0.362356793,0.327555203,0,-0.752254999,0,0
Berberis vulgaris,450,Cornelissen_UK_Sheffield,WLAND,,S,D,,,N,0,1.881970471,0.361097967,0.243068438,0,-1.026362572,0,0
Betula pendula,451,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,1.8646795,0.439946414,0.304625913,0,-0.931502216,0,0
Buddleja davidii,452,Cornelissen_UK_Sheffield,WLAND,,S,D,,,N,0,1.909128808,0.29666519,0.205793998,0,-0.721284301,0,0
Buxus sempervirens,453,Cornelissen_UK_Sheffield,WLAND,,S,E,B,C3,N,0,2.044226827,0.320492475,0.364719302,0,-0.952887485,0,0
Calluna vulgaris,454,Cornelissen_UK_Sheffield,WLAND,,S,E,,,N,0,1.784477403,0.169282472,-0.046240125,0,-1.230245853,0,0
Castanea sativa,455,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,1.875968955,0.375968275,0.251937231,0,-0.96970853,0,0
Cornus sanguinea,456,Cornelissen_UK_Sheffield,WLAND,,S,D,,,N,0,1.79259362,0.327358934,0.119952554,0,-1.020826709,0,0
Corylus avellana,457,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,1.832010346,0.390272568,0.222282914,0,-0.933303679,0,0
Crataegus monogyna,458,Cornelissen_UK_Sheffield,WLAND,,S,D,B,C3,N,0,1.938544359,0.253055169,0.191599528,0,-0.957224675,0,0
Cytisus scoparius,459,Cornelissen_UK_Sheffield,WLAND,,S,E,,,Y,0,1.790479518,0.465630666,0.256110184,0,-1.142884013,0,0
Daphne mezereum,460,Cornelissen_UK_Sheffield,WLAND,,S,D,,,N,0,1.645132282,0.402547951,0.047680233,0,-0.871994134,0,0
Dryas octopetala,461,Cornelissen_UK_Sheffield,WLAND,,S,E,B,C3,N,0,1.809893515,0.284806584,0.094700098,0,-0.56997043,0,0
Empetrum nigrum,462,Cornelissen_UK_Sheffield,WLAND,,S,E,B,C3,N,0,1.995462093,0.123307071,0.118769164,0,-0.973129443,0,0
Erica cinera,463,Cornelissen_UK_Sheffield,WLAND,,S,E,,,N,0,1.947545567,0.15177831,0.099323876,0,-1.098211924,0,0
Euonymus europaeus,464,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,1.811387452,0.388574805,0.199962257,0,-0.907958311,0,0
Fagus sylvatica,465,Cornelissen_UK_Sheffield,WLAND,,T,D,B,C3,N,0,1.91044618,0.377791768,0.288237948,0,-0.954686387,0,0
Frangula alnus,466,Cornelissen_UK_Sheffield,WLAND,,S,D,,,N,0,1.6753879,0.45484486,0.13023276,0,-1.084895632,0,0
Fraxinus excelsior,467,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,1.893187933,0.410214676,0.303402609,0,-0.845450055,0,0
Hebe x franciscana,468,Cornelissen_UK_Sheffield,WLAND,,S,E,,,N,0,1.93826125,0.265603877,0.203865127,0,-0.750691634,0,0
Hedera helix,469,Cornelissen_UK_Sheffield,WLAND,,V,E,,,N,0,1.863977118,0.143708562,0.00768568,0,-0.911720076,0,0
Helianthemum nummularium,470,Cornelissen_UK_Sheffield,WLAND,,S,E,B,C3,N,0,1.881250318,0.353360484,0.234610802,0,-0.769580121,0,0
Hippophae rhamnoides,471,Cornelissen_UK_Sheffield,WLAND,,S,D,,,N,0,1.904164603,0.483349523,0.387514126,0,-0.921678637,0,0
Ilex aquifolium,472,Cornelissen_UK_Sheffield,WLAND,,T,E,,,N,0,2.112792823,0.205925784,0.318718606,0,-0.778491852,0,0
Juglans regia,473,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,1.835450669,0.341104639,0.176555308,0,-0.806614484,0,0
Laburnum anagyroides,474,Cornelissen_UK_Sheffield,WLAND,,T,D,,,Y,0,1.748999496,0.532329641,0.281329137,0,-0.997608646,0,0
Larix decidua,475,Cornelissen_UK_Sheffield,WLAND,,T,D,N,C3,N,0,2.037950612,0.352825441,0.390776054,0,-0.727363413,0,0
Ligustrum vulgare,476,Cornelissen_UK_Sheffield,WLAND,,S,E,,,N,0,2.000370314,0.197739886,0.1981102,0,-0.971600962,0,0
Lonicera periclymenum,477,Cornelissen_UK_Sheffield,WLAND,,V,D,,,N,0,1.848365834,0.353788045,0.202153879,0,-0.909838734,0,0
Malus sylvestris,478,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,1.929104588,0.337126341,0.266230929,0,-0.916572898,0,0
Picea sitchensis,479,Cornelissen_UK_Sheffield,WLAND,,T,E,N,C3,N,0,2.187785821,0.115610512,0.303396332,0,-0.729428809,0,0
Pinus sylvestris,480,Cornelissen_UK_Sheffield,WLAND,,T,E,N,C3,N,0,2.146154966,0.223582462,0.369737428,0,-0.563810423,0,0
Prunus laurocerasus,481,Cornelissen_UK_Sheffield,WLAND,,S,E,,,N,0,2.077525443,0.208172527,0.28569797,0,-0.670836336,0,0
Prunus lusitanica,482,Cornelissen_UK_Sheffield,WLAND,,S,E,,,N,0,2.153127057,0.067380867,0.220507924,0,-0.863096355,0,0
Prunus spinosa,483,Cornelissen_UK_Sheffield,WLAND,,S,D,B,C3,N,0,1.842044772,0.481920138,0.32396491,0,-0.830255804,0,0
Quercus cerris,484,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,2.002461255,0.437221902,0.439683158,0,-0.793418762,0,0
Quercus ilex,485,Cornelissen_UK_Sheffield,WLAND,,T,E,B,C3,N,0,2.204010644,0.370142847,0.574153491,0,-0.543136325,0,0
Quercus petraea,486,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,1.869044042,0.409651388,0.27869543,0,-0.980711357,0,0
Quercus robur,487,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,1.879839071,0.457881897,0.337720968,0,-0.890991226,0,0
Quercus rubra,488,Cornelissen_UK_Sheffield,WLAND,,T,D,B,C3,N,0,1.7586115,0.35474852,0.11336002,0,-1.057644277,0,0
Rhamnus cathartica,489,Cornelissen_UK_Sheffield,WLAND,,S,D,B,C3,N,0,1.737901855,0.480246554,0.218148408,0,-1.020302714,0,0
Rhododendron ponticum,490,Cornelissen_UK_Sheffield,WLAND,,S,E,,,N,0,2.069756611,0.014450531,0.084207142,0,-0.921643217,0,0
Ribes nigrum,491,Cornelissen_UK_Sheffield,WLAND,,S,D,,,N,0,1.820928355,0.26599637,0.086924725,0,-0.929465691,0,0
Ribes uva-crispa,492,Cornelissen_UK_Sheffield,WLAND,,S,D,B,C3,N,0,1.78304482,0.349843911,0.132888731,0,-0.954899803,0,0
Robinia pseudoacacia,493,Cornelissen_UK_Sheffield,WLAND,,T,D,B,C3,Y,0,1.69618468,0.472756449,0.16894113,0,-1.114418594,0,0
Rosa arvensis,494,Cornelissen_UK_Sheffield,WLAND,,V,D,,,N,0,1.652253801,0.38081401,0.033067811,0,-1.007742992,0,0
Rubus fruticosus,495,Cornelissen_UK_Sheffield,WLAND,,V,E,,,N,0,1.805985225,0.400921557,0.206906782,0,-0.928280028,0,0
Salix caprea,496,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,1.841890133,0.431721061,0.273611195,0,-0.83796358,0,0
Sambucus nigra,497,Cornelissen_UK_Sheffield,WLAND,,S,D,,,N,0,1.715838532,0.52179165,0.237630182,0,-0.897811157,0,0
Solanum dulcamara,498,Cornelissen_UK_Sheffield,WLAND,,V,D,,,N,0,1.426720302,0.583576586,0.010296887,0,-1.088363266,0,0
Sorbus aucuparia,499,Cornelissen_UK_Sheffield,WLAND,,T,D,B,C3,N,0,1.856599171,0.402547951,0.259147122,0,-0.879567578,0,0
Taxus baccata,500,Cornelissen_UK_Sheffield,WLAND,,T,E,,,N,0,2.074164643,0.377589535,0.451754178,0,-0.595759951,0,0
Thymus polytrichus,501,Cornelissen_UK_Sheffield,WLAND,,S,E,,,N,0,1.795720672,0.211520997,0.007241669,0,-0.942620025,0,0
Ulex europaeus,502,Cornelissen_UK_Sheffield,WLAND,,S,E,,,Y,0,1.95146697,0.503790683,0.455257653,0,-0.639727945,0,0
Ulex gallii,503,Cornelissen_UK_Sheffield,WLAND,,S,E,,,Y,0,2.139437913,0.354108439,0.493546352,0,-0.651941603,0,0
Ulmus glabra,504,Cornelissen_UK_Sheffield,WLAND,,T,D,,,N,0,1.879379374,0.339120045,0.218499419,0,-0.867767595,0,0
Vaccinium myrtillus,505,Cornelissen_UK_Sheffield,WLAND,,S,D,B,C3,N,0,1.739276786,0.232572615,-0.028150599,0,-1.269497138,0,0
Vaccinium oxycoccos,506,Cornelissen_UK_Sheffield,WLAND,,S,E,,,N,0,1.999415419,0.185636577,0.185051996,0,-1.044736545,0,0
Vaccinium vitis-idaea,507,Cornelissen_UK_Sheffield,WLAND,,S,E,B,C3,N,0,2.144149486,0.05018635,0.194335836,0,-0.8713232,0,0
Viburnum opulus,508,Cornelissen_UK_Sheffield,WLAND,,S,D,,,N,0,1.801192042,0.379305518,0.180497559,0,-0.992882175,0,0
Viburnum tinus,509,Cornelissen_UK_Sheffield,WLAND,,S,E,B,C3,N,0,2.070041055,0.074328743,0.144369798,0,-0.880740923,0,0
Amelanchier alnifolia,510,DeLucia91Ecol_RENO__NEVADA,WLAND,,T,,B,C3,,0,2.028260409,0.260071388,0.288331797,2.385606274,-0.774080603,2.188647296,1.220108088
Artemisia tridentata,511,DeLucia91Ecol_RENO__NEVADA,WLAND,,S,,B,C3,N,0,2.229147988,0.15624619,0.39335451,2.054995862,-0.350215745,1.648360011,0.872156273
Juniperus osteosperma,512,DeLucia91Ecol_RENO__NEVADA,WLAND,,T,,N,C3,,0,2.812479279,-0.121478204,0.691001075,1.602059991,-0.145129518,0.681241237,0.491361694
Pinus jeffreyi,513,DeLucia91Ecol_RENO__NEVADA,WLAND,,T,,N,C3,,0,2.519849275,0.032618761,0.552468036,2.133538908,-0.448880045,1.505149978,1.025305865
Pinus monophylla,514,DeLucia91Ecol_RENO__NEVADA,WLAND,,T,,N,C3,,0,2.872895202,-0.04769199,0.825203211,1.799340549,-0.05410023,0.954242509,0.826074803
Pinus ponderosa,515,DeLucia91Ecol_RENO__NEVADA,WLAND,,T,,N,C3,,0,2.49825627,-0.015022874,0.48544326,1.968482949,-0.509911239,1.355068206,0.86332286
Purshia tridentata,516,DeLucia91Ecol_RENO__NEVADA,WLAND,,S,,B,C3,,0,0,0.37401474,0,0,0,0,0
Lyonia lucida,517,DeLucia95_Okefenokee_Swamp,WLAND,,S,E,B,C3,N,1.255272505,2.236033147,-0.15490196,0.081131187,2.198657087,-1.227702669,1.683047038,0.892094603
Cyrilla racemiflora,518,DeLucia95_Okefenokee_Swamp,WLAND,,S,E,B,C3,N,1.255272505,2.012837225,0.100370545,0.11320777,2.29666519,-1.245801568,2.034628457,1.041392685
Leucothoe racemosa,519,DeLucia95_Okefenokee_Swamp,WLAND,,S,D,B,C3,N,0.812913357,1.948412966,-0.008773924,-0.060360959,2.093421685,-1.370314131,1.903632516,0.84509804
Itea virginica,520,DeLucia95_Okefenokee_Swamp,WLAND,,S,D,B,C3,N,0.812913357,1.852479994,0.049218023,-0.098301984,2.037426498,-1.324140341,1.956648579,0.799340549
Clethra alnifolia,521,DeLucia95_Okefenokee_Swamp,WLAND,,S,D,B,C3,N,0.812913357,1.931966115,0.100370545,0.03233666,2.245512668,-1.238636186,2.10754913,0.919078092
Achillea erba,522,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0.361986422,1.653216857,0.664641976,0.317858832,0,0,2.560667306,1.214843848
Arabis alpina,523,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.579783597,0.46834733,0.043358348,0,0,0,0
Arabis caerulea,524,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.677606953,0.505149978,0.175258063,0,0,0,0
Artemisia genipi,525,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.62324929,0.474216264,0.089279701,0,0,0,0
Campanula barbata,526,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.720985744,0.356025857,0.081507528,0,0,0,0
Cerastium uniflorum,527,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.499582854,0.417471693,-0.109822187,0,0,0,0
Doronicum clusii,528,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0.249282141,1.688415653,0.606381365,0.294797018,0,0,2.63638802,1.324282455
Erigeron uniflorus,529,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0.408982984,1.67942448,0.519171464,0.194459278,0,0,2.673664139,1.352182518
Gentiana bavarica,530,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.769377326,0.209515015,0.003744799,0,0,0,0
Gentiana kochiana,531,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.823474229,0.133538908,-0.009547924,0,0,0,0
Geum montanum,532,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0.323068356,1.849065548,0.392696953,0.24330795,0,0,2.328827157,1.173186268
Geum reptans,533,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0.475929774,1.850617638,0.413299764,0.253767954,0,0,2.289036881,1.136720567
Leontodon hispidus,534,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.698970004,0.501059262,0.169965238,0,0,0,0
Leucanthemopsis alpina,535,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0.419978369,1.795880017,0.372912003,0.174649181,0,0,2.245651664,1.041392685
Ligusticum mutellina,536,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0.403379107,1.899836311,0.558708571,0.458544882,0,0,2.478861916,1.378397901
Linaria alpina,537,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.602059991,0.376576957,0.052103069,0,0,0,0
Luzula alpino-pilosa,538,Diemer_Korner_Austria_high,ALPINE,,G,,B,C3,N,0.280316375,1.832505438,0.474216264,0.306721702,0,0,2.334419009,1.167317335
Oxyria digyna,539,Diemer_Korner_Austria_high,ALPINE,,H,D,B,C3,N,0.198129619,1.406533937,0.658011397,0.063178032,0,0,2.809668302,1.214843848
Pedicularis asplenifolius,540,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0.302218217,1.722098398,0.449478399,0.20711418,0,0,2.496209317,1.305351369
Poa laxa,541,Diemer_Korner_Austria_high,ALPINE,,G,,B,C3,N,0,1.602059991,0.635483747,0.233403546,0,0,0,0
Polygonum viviparum,542,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0.129672238,1.846206436,0.592731766,0.435040233,0,0,2.467245621,1.305351369
Potentilla aurea,543,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.677606953,0.390935107,0.067031779,0,0,0,0
Potentilla crantzii,544,Diemer_Korner_Austria_high,ALPINE,,H,D,B,C3,N,0.380211242,1.782463417,0.515873844,0.298337261,0,0,2.431798276,1.214843848
Potentilla frigida,545,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.72427587,0.397940009,0.118583797,0,0,0,0
Primula glutinosa,546,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0.397701974,1.861687791,0.428134794,0.234193533,0,0,2.220403509,1.089905111
Ranunculus glacialis,547,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0.491361694,1.789055761,0.528595358,0.322807015,0,0,2.478861916,1.28780173
Senecio incanus,548,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.823474229,0.309630167,0.137612016,0,0,0,0
Sibbaldia procumbens,549,Diemer_Korner_Austria_high,ALPINE,,H,D,B,C3,N,0,1.769377326,0.271841607,0.042644411,0,0,0,0
Taraxacum alpinum,550,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0.336432317,1.56229699,0.46834733,0.030644321,0,0,2.463441557,1.025305865
Veronica alpestris,551,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,1.568201724,0.36361198,-0.075387366,0,0,0,0
Veronica bellidioides,552,Diemer_Korner_Austria_high,ALPINE,,H,,B,C3,N,0,2,0.075546961,0.080783367,0,0,0,0
Achillea millefolium,553,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0.140137672,1.719274562,0.503790683,0.220605804,0,0,2.539102157,1.252853031
Alchemilla verticillata,554,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0,1.431363764,0.462397998,-0.098111412,0,0,0,0
Arabis hirsuta,555,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0,1.698970004,0.301029996,-0.004211294,0,0,0,0
Caltha palustris,556,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0.408982984,1.51054779,0,0,0,0,0,0
Campanula glomerata,557,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0,1.568201724,0.431363764,-0.001368008,0,0,0,0
Carum carvi,558,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0.302218217,1.578642901,0.544068044,0.122710946,0,0,2.701146924,1.278753601
Cerastium arvense,559,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0,2,0.544068044,0.544068044,0,0,0,0
Chrysanthemum leucanthemum,560,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0.336432317,1.718422122,0.452553063,0.166044453,0,0,2.645891561,1.357934847
Erigeron acre,561,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0,1.748188027,0.322219295,0.083303702,0,0,0,0
Geum rivale,562,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0.456407634,1.722632356,0.385606274,0.105653788,0,0,2.375717904,1.096910013
Leontodon hispidus,564,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0,1.638489257,0.301029996,-0.057339754,0,0,0,0
Lychnis flos-jovis,565,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0,1.653212514,0.146128036,-0.186258932,0,0,0,0
Polygonum bistorta,566,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0,1.568201724,0.378397901,-0.053810651,0,0,0,0
Potentilla anserina,567,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0.272763237,1.718512112,0.489958479,0.208470591,0,0,2.586700236,1.305351369
Potentilla reptans,568,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0,1.537819095,0.544068044,0.078882566,0,0,0,0
Potentilla verna,569,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0,1.770852012,0.342422681,0.10463902,0,0,0,0
Primula elatior,570,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0.490016235,1.624788985,0.390935107,0.006526795,0,0,2.402304814,1.029383778
Primula farinosa,571,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0,1.653212514,0.230448921,-0.122764032,0,0,0,0
Ranunculus acris,572,Diemer_Korner_Austria_low,ALPINE,,H,,B,C3,N,0.257251071,1.803823369,0.373831145,0.180062022,0,0,2.391473966,1.206825876
